x;y;z;yaw;pitch;roll;dx;dy;dz;x2;y2;z2;yaw2;pitch2;roll2;dx2;dy2;dz2;x3;y3;z3;yaw3;pitch3;roll3;dx3;dy3;dz3;current_speed;action
0.029778897762298584;0.0032750964164733887;-0.05538046360015869;20.21248496834124;0.013783321217016276;-16.58756501912886;0;0;0;0.1040276288986206;-0.8221301436424255;-0.1436629295349121;-42.8555887265514;-32.301090727790374;7.241912099495841;0;0;0;-0.16068339347839355;-0.7815552353858948;-0.16525578498840332;-9.958802561383218;-49.54561393893159;14.091559088522102;0;0;0;0;0
0.02966177463531494;0.0032979846000671387;-0.05559968948364258;20.209562268211105;0.014824924905538208;-16.561575347073855;0.00011712312698364258;-2.288818359375e-05;0.00021922588348388672;0.10416924953460693;-0.8219082951545715;-0.14373135566711426;-42.879432548966896;-32.234207093145926;7.3343509694223386;-0.00014162063598632812;-0.0002218484878540039;6.842613220214844e-05;-0.16067326068878174;-0.7814950346946716;-0.16520047187805176;-10.0072598258341;-49.384793184584254;14.01273515629652;-1.0132789611816406e-05;-6.020069122314453e-05;-5.53131103515625e-05;0;0
0.02936100959777832;0.0036165714263916016;-0.05560636520385742;20.232283147983225;-0.0289429244237266;-16.509131738104614;0.0003007650375366211;-0.0003185868263244629;6.67572021484375e-06;0.10424524545669556;-0.8218924403190613;-0.14380335807800293;-42.77463225384735;-32.21220194802698;7.126592897788957;-7.599592208862305e-05;-1.5854835510253906e-05;7.200241088867188e-05;-0.16072821617126465;-0.7815254330635071;-0.16507041454315186;-10.025909861926712;-49.33844809247573;13.878743844836569;5.4955482482910156e-05;3.039836883544922e-05;-0.00013005733489990234;0;0
0.029365897178649902;0.00405043363571167;-0.055881500244140625;20.24931423814098;-0.08078579045182974;-16.443536618928334;-4.887580871582031e-06;-0.00043386220932006836;0.0002751350402832031;0.10428959131240845;-0.8217994570732117;-0.14407122135162354;-42.70083524508061;-32.185751238802595;6.982363232207845;-4.4345855712890625e-05;-9.298324584960938e-05;0.00026786327362060547;-0.16076874732971191;-0.7813411355018616;-0.16517508029937744;-10.067540416318481;-49.33957113968025;13.862053127472075;4.0531158447265625e-05;-0.0001842975616455078;0.00010466575622558594;0;0
0.029430627822875977;0.004159808158874512;-0.055959463119506836;20.23144737154634;-0.1280746837694342;-16.43268105323499;-6.473064422607422e-05;-0.0001093745231628418;7.796287536621094e-05;0.10444885492324829;-0.8215802311897278;-0.14435553550720215;-42.69823820665022;-32.240400039151545;6.896850541304245;-0.00015926361083984375;-0.00021922588348388672;0.0002843141555786133;-0.1606827974319458;-0.7813995480537415;-0.16528868675231934;-10.08052052446169;-49.29403456599483;13.8505958477753;-8.594989776611328e-05;5.841255187988281e-05;0.00011360645294189453;0;0
0.029865503311157227;0.0038753151893615723;-0.056574106216430664;20.20821278286778;-0.12608879721542415;-16.491392477727825;-0.00043487548828125;0.00028449296951293945;0.0006146430969238281;0.10466516017913818;-0.821470320224762;-0.1448352336883545;-42.62597694904353;-32.24598121803165;6.755320117141805;-0.00021630525588989258;-0.00010991096496582031;0.00047969818115234375;-0.1604747772216797;-0.7815166115760803;-0.16532695293426514;-10.122266557957525;-49.193263692295446;13.853883095267282;-0.00020802021026611328;0.00011706352233886719;3.826618194580078e-05;0;0
0.02985149621963501;0.0038861632347106934;-0.05693840980529785;20.220909161398897;-0.13936329986489285;-16.548391818833394;1.4007091522216797e-05;-1.0848045349121094e-05;0.0003643035888671875;0.10445141792297363;-0.8216401934623718;-0.14473140239715576;-42.55631997997315;-32.28968099829675;6.619439614596949;0.00021374225616455078;0.00016987323760986328;-0.00010383129119873047;-0.1605684757232666;-0.7814322113990784;-0.16536498069763184;-10.15746466865022;-49.213434780586276;13.927913230630155;9.369850158691406e-05;-8.440017700195312e-05;3.802776336669922e-05;0;0
0.029878675937652588;0.004100441932678223;-0.05738723278045654;20.230083848493997;-0.16263383343712842;-16.584045545417084;-2.7179718017578125e-05;-0.0002142786979675293;0.0004488229751586914;0.1045156717300415;-0.8215801119804382;-0.14498579502105713;-42.442586926531604;-32.32697645559224;6.467074747682405;-6.42538070678711e-05;-6.008148193359375e-05;0.0002543926239013672;-0.1605004072189331;-0.7813233733177185;-0.16551601886749268;-10.216235516411361;-49.12383039280611;13.975031018727982;-6.80685043334961e-05;-0.00010883808135986328;0.00015103816986083984;0;0
0.030057430267333984;0.004482626914978027;-0.05819082260131836;20.230481908166592;-0.22786764434047335;-16.484962613463058;-0.00017875432968139648;-0.0003821849822998047;0.0008035898208618164;0.10448598861694336;-0.821735680103302;-0.1450340747833252;-42.34588698815481;-32.32587286931559;6.379863844662797;2.968311309814453e-05;0.00015556812286376953;4.8279762268066406e-05;-0.16049230098724365;-0.781383216381073;-0.1657160520553589;-10.268710850676019;-49.078531958189444;14.023771640675639;-8.106231689453125e-06;5.984306335449219e-05;0.00020003318786621094;0;0
0.030147433280944824;0.0046045780181884766;-0.058980584144592285;20.226376206245604;-0.2963478422264575;-16.38569098762578;-9.000301361083984e-05;-0.00012195110321044922;0.0007897615432739258;0.10418617725372314;-0.8220695853233337;-0.1448366641998291;-42.32870815137655;-32.37601737004788;6.384424459951557;0.00029981136322021484;0.0003339052200317383;-0.00019741058349609375;-0.16060292720794678;-0.7813264727592468;-0.16591596603393555;-10.324685852630909;-49.14133064247539;14.124129126630107;0.000110626220703125;-5.6743621826171875e-05;0.00019991397857666016;0;0
0.030009925365447998;0.004662036895751953;-0.059621334075927734;20.220223677944837;-0.2988904111195797;-16.397386946955365;0.00013750791549682617;-5.745887756347656e-05;0.0006407499313354492;0.1040615439414978;-0.8221929669380188;-0.14475131034851074;-42.2524066659536;-32.38857717613908;6.319423762019351;0.0001246333122253418;0.0001233816146850586;-8.535385131835938e-05;-0.16061604022979736;-0.7810956835746765;-0.16608238220214844;-10.333820301777028;-49.08324034203462;14.111919994908838;1.3113021850585938e-05;-0.0002307891845703125;0.00016641616821289062;0;0
0.029905378818511963;0.004622101783752441;-0.06039226055145264;20.21719216833396;-0.2728824235927794;-16.419803500941782;0.00010454654693603516;3.993511199951172e-05;0.0007709264755249023;0.10412091016769409;-0.8223900198936462;-0.14477860927581787;-42.192461569548165;-32.439646849519306;6.205895095536765;-5.936622619628906e-05;0.0001970529556274414;2.7298927307128906e-05;-0.1605367660522461;-0.7811046242713928;-0.16604232788085938;-10.353004377369304;-49.14033799472746;14.16007278049937;-7.927417755126953e-05;8.940696716308594e-06;-4.00543212890625e-05;0;0
0.029916048049926758;0.004628956317901611;-0.06104004383087158;20.198642537956978;-0.30718238424196664;-16.37864032994923;-1.0669231414794922e-05;-6.854534149169922e-06;0.0006477832794189453;0.1039171814918518;-0.8225314021110535;-0.1448301076889038;-42.12843761685307;-32.50896959306581;6.096644130906152;0.00020372867584228516;0.00014138221740722656;5.14984130859375e-05;-0.16065645217895508;-0.7810694575309753;-0.1661379337310791;-10.378371610578304;-49.15527505635325;14.20459862439613;0.00011968612670898438;-3.516674041748047e-05;9.560585021972656e-05;0;0
0.03005087375640869;0.00457996129989624;-0.06159365177154541;20.177373292153774;-0.35191060652248324;-16.413366017145105;-0.0001348257064819336;4.8995018005371094e-05;0.0005536079406738281;0.10373753309249878;-0.8227913975715637;-0.14463376998901367;-42.05012109233532;-32.50350301399104;6.004258373644695;0.00017964839935302734;0.0002599954605102539;-0.00019633769989013672;-0.16061162948608398;-0.7812051177024841;-0.1662062406539917;-10.369614052694269;-49.048134521251924;14.221255595645136;-4.482269287109375e-05;0.00013566017150878906;6.830692291259766e-05;0;0
0.030125141143798828;0.004822373390197754;-0.06205296516418457;20.18011772077876;-0.4254153989562019;-16.42645222565851;-7.426738739013672e-05;-0.00024241209030151367;0.00045931339263916016;0.10372918844223022;-0.8226926922798157;-0.1447833776473999;-42.0203242237003;-32.5407742076836;5.9912461278379325;8.344650268554688e-06;-9.870529174804688e-05;0.00014960765838623047;-0.1605815887451172;-0.780938446521759;-0.16625761985778809;-10.382531737306024;-49.06903964045713;14.220672217358498;-3.0040740966796875e-05;-0.00026667118072509766;5.137920379638672e-05;0;0
0.030126750469207764;0.005122661590576172;-0.06249594688415527;20.180739516466065;-0.5041256515242146;-16.377486947146746;-1.6093254089355469e-06;-0.00030028820037841797;0.0004429817199707031;0.1038205623626709;-0.8225800395011902;-0.1451793909072876;-41.95943644073053;-32.586725466452;5.881763603242968;-9.137392044067383e-05;-0.00011265277862548828;0.0003960132598876953;-0.1605585813522339;-0.7808248400688171;-0.16642653942108154;-10.395587616153255;-49.12701414000999;14.253478303441497;-2.300739288330078e-05;-0.00011360645294189453;0.00016891956329345703;0;0
0.030291736125946045;0.0052397847175598145;-0.06302750110626221;20.164474480554887;-0.5105957929952577;-16.38756337968234;-0.00016498565673828125;-0.00011712312698364258;0.0005315542221069336;0.104073166847229;-0.8224406838417053;-0.14546990394592285;-41.89128123606037;-32.5918758305552;5.793992113699019;-0.00025260448455810547;-0.00013935565948486328;0.0002905130386352539;-0.1603856086730957;-0.7807851433753967;-0.16653645038604736;-10.420388326892466;-49.03573073214627;14.233944785484852;-0.0001729726791381836;-3.9696693420410156e-05;0.00010991096496582031;0;0
0.03008955717086792;0.005505621433258057;-0.06308150291442871;20.172425456059123;-0.5249329736344599;-16.37566837491736;0.000202178955078125;-0.0002658367156982422;5.4001808166503906e-05;0.1041530966758728;-0.8223792910575867;-0.14574801921844482;-41.84957280767257;-32.62158527056295;5.6703993596944215;-7.992982864379883e-05;-6.139278411865234e-05;0.00027811527252197266;-0.16041696071624756;-0.7808559536933899;-0.1667003631591797;-10.43243836390436;-49.012658229086895;14.255597996930954;3.135204315185547e-05;7.081031799316406e-05;0.00016391277313232422;0;0
0.030191421508789062;0.005331695079803467;-0.06348180770874023;20.17205034471755;-0.514753861040957;-16.385974971708684;-0.00010186433792114258;0.00017392635345458984;0.00040030479431152344;0.10388302803039551;-0.8226357102394104;-0.14538991451263428;-41.83537931323222;-32.611264261624065;5.627518812909571;0.0002700686454772949;0.00025641918182373047;-0.0003581047058105469;-0.16051650047302246;-0.7807651162147522;-0.16651427745819092;-10.43556049842511;-48.981235656865;14.229029937987077;9.953975677490234e-05;-9.083747863769531e-05;-0.00018608570098876953;0;0
0.029869675636291504;0.005380570888519287;-0.06331527233123779;20.16847499090244;-0.5104728837085267;-16.41089876659227;0.0003217458724975586;-4.887580871582031e-05;-0.0001665353775024414;0.10389208793640137;-0.8227222561836243;-0.14528071880340576;-41.8453758506868;-32.665397814560606;5.58686102137775;-9.059906005859375e-06;8.654594421386719e-05;-0.00010919570922851562;-0.16047930717468262;-0.7807683348655701;-0.16649508476257324;-10.482799859803965;-49.02539580124781;14.293554191253381;-3.719329833984375e-05;3.2186508178710938e-06;-1.919269561767578e-05;0;0
0.029799342155456543;0.005436837673187256;-0.06338763236999512;20.178135285005386;-0.531047919631068;-16.40765898908749;7.033348083496094e-05;-5.626678466796875e-05;7.236003875732422e-05;0.10391891002655029;-0.8225863575935364;-0.14542412757873535;-41.82093723378084;-32.65720793647338;5.5807312414841395;-2.682209014892578e-05;-0.00013589859008789062;0.00014340877532958984;-0.1604980230331421;-0.7808133959770203;-0.1665271520614624;-10.493413280761137;-49.01229447866932;14.313772686013415;1.8715858459472656e-05;4.506111145019531e-05;3.2067298889160156e-05;0;0
0.029635190963745117;0.005439937114715576;-0.06365084648132324;20.185604268914528;-0.5699339814411242;-16.384137601890462;0.00016415119171142578;-3.0994415283203125e-06;0.000263214111328125;0.10372084379196167;-0.8229601979255676;-0.1449909210205078;-41.80189710441392;-32.653113047361884;5.55595043153053;0.00019806623458862305;0.00037384033203125;-0.00043320655822753906;-0.16055142879486084;-0.7808281779289246;-0.16656935214996338;-10.499558799085243;-49.06175805989204;14.357139343259533;5.340576171875e-05;1.4781951904296875e-05;4.220008850097656e-05;0;0
0.02939009666442871;0.0054621100425720215;-0.06370079517364502;20.178453083223644;-0.5808696879724766;-16.390099554139436;0.00024509429931640625;-2.2172927856445312e-05;4.9948692321777344e-05;0.1036195158958435;-0.8230422139167786;-0.14491450786590576;-41.781975638057816;-32.66609422238804;5.562030144042364;0.00010132789611816406;8.20159912109375e-05;-7.641315460205078e-05;-0.16047990322113037;-0.7809537053108215;-0.16663455963134766;-10.49809908288934;-49.03324239012467;14.345205990832596;-7.152557373046875e-05;0.00012552738189697266;6.520748138427734e-05;0;0
0.02914750576019287;0.0054961442947387695;-0.06373083591461182;20.18053017563982;-0.5549785855417322;-16.431346647578735;0.00024259090423583984;-3.403425216674805e-05;3.0040740966796875e-05;0.10378158092498779;-0.8229873776435852;-0.145302414894104;-41.76212791855068;-32.6622175376964;5.541348143568608;-0.0001620650291442871;-5.4836273193359375e-05;0.0003879070281982422;-0.16057062149047852;-0.7808776497840881;-0.16671228408813477;-10.474931479103827;-49.02217812979115;14.342139970581703;9.071826934814453e-05;-7.605552673339844e-05;7.772445678710938e-05;0;0
0.028737664222717285;0.0056234002113342285;-0.06339716911315918;20.17322903740761;-0.5487815763737004;-16.435399697149446;0.00040984153747558594;-0.00012725591659545898;-0.0003336668014526367;0.10382455587387085;-0.8227968811988831;-0.14543390274047852;-41.76100889574554;-32.6807033847174;5.5660136832541145;-4.297494888305664e-05;-0.00019049644470214844;0.00013148784637451172;-0.16055095195770264;-0.7808995842933655;-0.16684818267822266;-10.464396853259284;-49.01271107127244;14.36338612610606;-1.9669532775878906e-05;2.193450927734375e-05;0.00013589859008789062;0;0
0.028730809688568115;0.005703389644622803;-0.06340789794921875;20.167658521915133;-0.5337306127368721;-16.42870017492299;6.854534149169922e-06;-7.998943328857422e-05;1.0728836059570312e-05;0.10381007194519043;-0.8227711319923401;-0.14549756050109863;-41.76552598022506;-32.67745902016713;5.588637816722638;1.4483928680419922e-05;-2.574920654296875e-05;6.365776062011719e-05;-0.16046512126922607;-0.7808281779289246;-0.16684198379516602;-10.459223287517636;-48.94149166525123;14.328691647241035;-8.58306884765625e-05;-7.140636444091797e-05;-6.198883056640625e-06;0;0
