-0.000649929;-0.001193643;0.000363469;14.01142689;-48.83641038;82.42172376;0;0;0;0;0;0;
-0.000829697;-0.001143575;0.000543356;14.01999361;-48.84139105;82.41772422;0.000179768;-5.01E-05;-0.000179887;0;0;-0.89943409;
-0.000754118;-0.001066327;0.000640631;14.02017398;-48.84795349;82.41995461;-7.56E-05;-7.72E-05;-9.73E-05;0;0;-0.486373901;
-0.000774384;-0.001093626;0.000664353;14.02441881;-48.84551158;82.40929486;2.03E-05;2.73E-05;-2.37E-05;0;0;-0.118613243;
-0.000787616;-0.001168132;0.000660896;14.0170078;-48.84629219;82.40748653;1.32E-05;7.45E-05;3.46E-06;0;0;0.017285347;
-0.000704527;-0.001160741;0.000512958;14.01303199;-48.85126311;82.4164579;-8.31E-05;-7.39E-06;0.000147939;0;0;0.739693642;
-0.000653148;-0.00120163;0.000548542;14.00680396;-48.84647751;82.43129582;-5.14E-05;4.09E-05;-3.56E-05;0;0;-0.177919865;
-0.000733495;-0.001088142;0.000622272;14.01405247;-48.84074717;82.41553084;8.03E-05;-0.000113487;-7.37E-05;0;0;-0.368654728;
-0.000809789;-0.001098275;0.000565588;14.00675677;-48.845403;82.42480221;7.63E-05;1.01E-05;5.67E-05;0;0;0.283420086;
-0.000798583;-0.001009464;0.000518024;14.00852639;-48.84763194;82.42439207;-1.12E-05;-8.88E-05;4.76E-05;0;0;0.237822533;
-0.000847697;-0.001125097;0.000608683;14.01184277;-48.84289228;82.43151424;4.91E-05;0.000115633;-9.07E-05;0;0;-0.453293324;
-0.000745773;-0.001131535;0.000492394;14.01294299;-48.83966161;82.41516107;-0.000101924;6.44E-06;0.000116289;0;0;0.58144331;
-0.000748277;-0.001216173;0.000563145;14.01439691;-48.84163685;82.41701782;2.50E-06;8.46E-05;-7.08E-05;0;0;-0.353753567;
-0.000851154;-0.001145482;0.000541806;14.0173226;-48.84590776;82.4201013;0.000102878;-7.07E-05;2.13E-05;0;0;0.106692314;
-0.000874877;-0.001179099;0.000534952;14.01051292;-48.84204146;82.4224619;2.37E-05;3.36E-05;6.85E-06;0;0;0.034272671;
-0.000842214;-0.001253009;0.000547469;14.00948883;-48.84139201;82.4204133;-3.27E-05;7.39E-05;-1.25E-05;0;0;-0.062584877;
-0.00086081;-0.001138449;0.000581861;14.01318258;-48.8440793;82.42013913;1.86E-05;-0.00011456;-3.44E-05;0;0;-0.1719594;
-0.000899553;-0.001178145;0.000627577;14.00264128;-48.83951577;82.4355081;3.87E-05;3.97E-05;-4.57E-05;0;0;-0.228583813;
-0.000854969;-0.001258016;0.00058955;14.00838454;-48.8356431;82.41914488;-4.46E-05;7.99E-05;3.80E-05;0;0;0.190138817;
-0.000796318;-0.001335263;0.000706375;13.99896644;-48.83970897;82.42339949;-5.87E-05;7.72E-05;-0.000116825;0;0;-0.584125519;
-0.000738382;-0.001274943;0.00062263;14.00427157;-48.85044944;82.42603402;-5.79E-05;-6.03E-05;8.37E-05;0;0;0.41872263;
-0.000761867;-0.001236677;0.000541389;13.9993368;-48.85115276;82.44272033;2.35E-05;-3.83E-05;8.12E-05;0;0;0.406205654;
-0.000765204;-0.001169682;0.000509679;14.00451113;-48.84981324;82.4264453;3.34E-06;-6.70E-05;3.17E-05;0;0;0.158548355;
-0.000677466;-0.001235723;0.000527501;14.00642148;-48.85679039;82.42740196;-8.77E-05;6.60E-05;-1.78E-05;0;0;-0.089108944;
-0.000653148;-0.001327395;0.000560403;13.99880866;-48.85379733;82.44120196;-2.43E-05;9.17E-05;-3.29E-05;0;0;-0.16450882;
-0.000827789;-0.001179099;0.000686288;14.00124278;-48.85263059;82.43033101;0.000174642;-0.000148296;-0.000125885;0;0;-0.629425049;
-0.000895858;-0.001195431;0.000694215;13.99558112;-48.85216604;82.43505588;6.81E-05;1.63E-05;-7.93E-06;0;0;-0.039637089;
-0.000944257;-0.001404405;0.000601053;13.99668023;-48.85350918;82.43672758;4.84E-05;0.000208974;9.32E-05;0;0;0.465810299;
-0.000849962;-0.001393557;0.000626087;13.99354638;-48.84985887;82.44591416;-9.43E-05;-1.08E-05;-2.50E-05;0;0;-0.125169754;
-0.000901818;-0.001357913;0.000676632;13.99754087;-48.84748546;82.42698239;5.19E-05;-3.56E-05;-5.05E-05;0;0;-0.252723694;
-0.000911117;-0.001375198;0.000684619;13.99835845;-48.84821884;82.42235907;9.30E-06;1.73E-05;-7.99E-06;0;0;-0.039935112;
-0.000888228;-0.001389742;0.000640988;13.99889834;-48.85508424;82.42639033;-2.29E-05;1.45E-05;4.36E-05;0;0;0.218153;
-0.000874877;-0.001447797;0.000649273;13.99820489;-48.84987472;82.42039553;-1.34E-05;5.81E-05;-8.29E-06;0;0;-0.041425228;
-0.000960708;-0.001380086;0.000736952;13.99955991;-48.85073043;82.42125293;8.58E-05;-6.77E-05;-8.77E-05;0;0;-0.438392162;
-0.000959039;-0.001452208;0.000709891;13.99948332;-48.85731843;82.42578955;-1.67E-06;7.21E-05;2.71E-05;0;0;0.135302544;
-0.000944734;-0.001464009;0.000665605;13.99050449;-48.852131;82.44272989;-1.43E-05;1.18E-05;4.43E-05;0;0;0.221431255;
-0.000990629;-0.001507282;0.000649452;13.99990727;-48.85080531;82.4208937;4.59E-05;4.33E-05;1.62E-05;0;0;0.080764294;
-0.001026034;-0.001589537;0.000749588;14.00257735;-48.84851448;82.41597001;3.54E-05;8.23E-05;-0.000100136;0;0;-0.500679016;
-0.001007795;-0.001580834;0.000776172;14.00326438;-48.85266461;82.43024893;-1.82E-05;-8.70E-06;-2.66E-05;0;0;-0.132918358;
-0.001019478;-0.001443148;0.000810981;14.00137209;-48.85313183;82.41753908;1.17E-05;-0.000137687;-3.48E-05;0;0;-0.174045563;
-0.000981688;-0.001434326;0.000770628;13.99450518;-48.85782442;82.42071734;-3.78E-05;-8.82E-06;4.04E-05;0;0;0.201761723;
-0.001014709;-0.001419425;0.000787377;14.0000108;-48.86254685;82.42446064;3.30E-05;-1.49E-05;-1.67E-05;0;0;-0.083744526;
-0.001056075;-0.001445174;0.000801921;13.99402018;-48.86117787;82.44073943;4.14E-05;2.57E-05;-1.45E-05;0;0;-0.072717667;
-0.001010299;-0.00147295;0.000685751;13.99060338;-48.86102891;82.43386987;-4.58E-05;2.78E-05;0.000116169;0;0;0.580847263;
-0.000946522;-0.001612902;0.00055325;13.9736145;-48.8599356;82.44907608;-6.38E-05;0.000139952;0.000132501;0;0;0.662505627;
-0.000942588;-0.001541853;0.000615895;13.98569647;-48.85660351;82.43607791;-3.93E-06;-7.10E-05;-6.26E-05;0;0;-0.313222408;
-0.0008955;-0.001535892;0.000636697;13.9787083;-48.8500788;82.45003671;-4.71E-05;-5.96E-06;-2.08E-05;0;0;-0.104010105;
-0.000941992;-0.001523852;0.000688851;13.98866356;-48.84878372;82.4348577;4.65E-05;-1.20E-05;-5.22E-05;0;0;-0.260770321;
-0.000973821;-0.001533389;0.000787079;13.99760235;-48.84774648;82.42396815;3.18E-05;9.54E-06;-9.82E-05;0;0;-0.491142273;
-0.0010252;-0.001633167;0.000768185;13.99427755;-48.85153904;82.433011;5.14E-05;9.98E-05;1.89E-05;0;0;0.094473362;
-0.001034379;-0.00162971;0.000774443;13.99286021;-48.84714079;82.43073636;9.18E-06;-3.46E-06;-6.26E-06;0;0;-0.031292439;
-0.000978589;-0.001631021;0.000789046;13.98589372;-48.84824223;82.43219169;-5.58E-05;1.31E-06;-1.46E-05;0;0;-0.07301569;
-0.000981569;-0.001609564;0.000883579;13.98687372;-48.85003905;82.43486856;2.98E-06;-2.15E-05;-9.45E-05;0;0;-0.472664833;
-0.001065493;-0.001607537;0.000758946;13.97564134;-48.85274111;82.46078511;8.39E-05;-2.03E-06;0.000124633;0;0;0.623166561;
-0.001161218;-0.0015558;0.000814915;13.97977861;-48.8497459;82.44692128;9.57E-05;-5.17E-05;-5.60E-05;0;0;-0.279843807;
-0.001072168;-0.001656294;0.000796318;13.97636922;-48.85354799;82.44307496;-8.90E-05;0.000100493;1.86E-05;0;0;0.092983246;
