x_tracker_1;y_tracker_1;z_tracker_1;x_tracker_2;y_tracker_2;z_tracker_2;x_tracker_3;y_tracker_3;z_tracker_3;x_tracker_4;y_tracker_4;z_tracker_4;data_on_treadmill
0.08967125415802002;0.455704927444458;0.01466679573059082;-0.1480957269668579;0.2808033227920532;0.10851931571960449;1;;;;;;
0.07988297939300537;0.5238378047943115;0.014616012573242188;-0.14834702014923096;0.2807971239089966;0.10965156555175781;1;;;;;;
0.07488131523132324;0.4826761484146118;0.03426527976989746;-0.14842712879180908;0.2805047035217285;0.10951781272888184;1;;;;;;
0.07484102249145508;0.359458327293396;0.07002568244934082;-0.14716756343841553;0.28086745738983154;0.10494613647460938;1;;;;;;
0.06282734870910645;0.29769980907440186;0.11825156211853027;-0.1483701467514038;0.3059844970703125;0.07371926307678223;1;;;;;;
0.06418347358703613;0.296209454536438;0.12412238121032715;-0.151328444480896;0.4128420352935791;0.010589599609375;1;;;;;;
0.06558549404144287;0.2994847297668457;0.1304171085357666;-0.13454413414001465;0.5200377702713013;-0.029293060302734375;1;;;;;;
0.06789195537567139;0.302412748336792;0.13521599769592285;-0.12728917598724365;0.5425653457641602;-0.032396793365478516;1;;;;;;
0.0687551498413086;0.30338191986083984;0.13843107223510742;-0.12987852096557617;0.45727014541625977;-0.0027914047241210938;1;;;;;;
0.0645904541015625;0.30129683017730713;0.1327037811279297;-0.1428159475326538;0.3199124336242676;0.046285390853881836;1;;;;;;
0.06260240077972412;0.2990034818649292;0.1152946949005127;-0.14535903930664062;0.27984607219696045;0.1000218391418457;1;;;;;;
0.07973551750183105;0.3746570348739624;0.043740034103393555;-0.1491948366165161;0.27812623977661133;0.10403704643249512;1;;;;;;
0.07799279689788818;0.5073840618133545;-0.007699728012084961;-0.14958596229553223;0.27884387969970703;0.10424923896789551;1;;;;;;
0.07597553730010986;0.5811665058135986;-0.01806473731994629;-0.14929556846618652;0.27868854999542236;0.10452079772949219;1;;;;;;
0.07613623142242432;0.5285227298736572;-0.0033006668090820312;-0.14866971969604492;0.27879881858825684;0.10327601432800293;1;;;;;;
0.07643437385559082;0.3850024938583374;0.03679466247558594;-0.14776134490966797;0.27904796600341797;0.10007762908935547;1;;;;;;
0.06792008876800537;0.30513763427734375;0.09667778015136719;-0.14684247970581055;0.298048734664917;0.07462882995605469;1;;;;;;
0.06654703617095947;0.2968651056289673;0.11011791229248047;-0.15271484851837158;0.40398740768432617;0.005884408950805664;1;;;;;;
0.06527292728424072;0.2978619337081909;0.11471891403198242;-0.13442981243133545;0.5265833139419556;-0.043504953384399414;1;;;;;;
0.06575477123260498;0.3000924587249756;0.1170039176940918;-0.12772071361541748;0.5507150888442993;-0.046773433685302734;1;;;;;;
0.06525814533233643;0.30042755603790283;0.1169435977935791;-0.133353590965271;0.46005868911743164;-0.014290809631347656;1;;;;;;
0.0645456314086914;0.29961705207824707;0.11440086364746094;-0.14321577548980713;0.31881630420684814;0.043346405029296875;1;;;;;;
0.06285858154296875;0.3024550676345825;0.09752607345581055;-0.1449817419052124;0.2791783809661865;0.09977126121520996;1;;;;;;
0.08738303184509277;0.39223313331604004;0.02466726303100586;-0.14923405647277832;0.278200626373291;0.1022939682006836;1;;;;;;
