x_tracker_1;y_tracker_1;z_tracker_1;x_tracker_2;y_tracker_2;z_tracker_2;x_tracker_3;y_tracker_3;z_tracker_3;data_on_treadmill
-0.2194451093673706;1.25347900390625;-0.8936254978179932;-0.17633706331253052;0.3058140277862549;-0.9318132400512695;-0.3715142011642456;0.30737531185150146;-0.9198167324066162;0
-0.21913927793502808;1.2536683082580566;-0.8937056064605713;-0.17561763525009155;0.30661284923553467;-0.9292769432067871;-0.37263190746307373;0.31128859519958496;-0.9136006832122803;0
-0.2191867232322693;1.253632664680481;-0.8937954902648926;-0.1754506230354309;0.3063889741897583;-0.9283242225646973;-0.3728816509246826;0.3116337060928345;-0.9128391742706299;0
-0.21915513277053833;1.2534520626068115;-0.8936655521392822;-0.17508578300476074;0.3062283992767334;-0.9274930953979492;-0.37293803691864014;0.31185615062713623;-0.9122152328491211;0
-0.21884113550186157;1.2532720565795898;-0.8933999538421631;-0.1747375726699829;0.30627286434173584;-0.9269397258758545;-0.3731485605239868;0.3123435974121094;-0.9114255905151367;0
-0.21830987930297852;1.2532439231872559;-0.8933725357055664;-0.1745583415031433;0.3063342571258545;-0.9270317554473877;-0.37331622838974;0.31271934509277344;-0.910987377166748;0
-0.2180941104888916;1.2531678676605225;-0.8929660320281982;-0.1745058298110962;0.3064929246902466;-0.9272496700286865;-0.3732486367225647;0.3131295442581177;-0.9103031158447266;0
-0.21767562627792358;1.2531629800796509;-0.892418384552002;-0.17457926273345947;0.30678224563598633;-0.9275071620941162;-0.3732243776321411;0.31343305110931396;-0.910153865814209;0
-0.21752887964248657;1.2529486417770386;-0.891787052154541;-0.17464804649353027;0.30686163902282715;-0.9276926517486572;-0.3732616901397705;0.31376659870147705;-0.9096181392669678;0
-0.21758520603179932;1.252914547920227;-0.8914268016815186;-0.17465263605117798;0.3068732023239136;-0.9276981353759766;-0.3733980059623718;0.3142054080963135;-0.9086487293243408;0
-0.21775192022323608;1.2530126571655273;-0.8913333415985107;-0.17465198040008545;0.306746244430542;-0.9277746677398682;-0.3735687732696533;0.3144470453262329;-0.908069372177124;0
-0.2179126739501953;1.25299072265625;-0.8913037776947021;-0.17463314533233643;0.30671072006225586;-0.9278163909912109;-0.37351375818252563;0.3144352436065674;-0.9081707000732422;0
-0.21778970956802368;1.2532271146774292;-0.8916912078857422;-0.1745714545249939;0.30670595169067383;-0.9278273582458496;-0.37359243631362915;0.31468045711517334;-0.9078819751739502;0
-0.21784943342208862;1.253396987915039;-0.8916866779327393;-0.17464286088943481;0.3068426847457886;-0.9276354312896729;-0.3737145662307739;0.31499171257019043;-0.9074440002441406;0
-0.2177262306213379;1.2535576820373535;-0.8919384479522705;-0.1745728850364685;0.30689120292663574;-0.9275822639465332;-0.37368279695510864;0.31516802310943604;-0.9071664810180664;0
-0.21772754192352295;1.2536182403564453;-0.891960859298706;-0.17452996969223022;0.3068917989730835;-0.9277646541595459;-0.37373244762420654;0.3154146671295166;-0.9068093299865723;0
-0.21786892414093018;1.2536146640777588;-0.8917117118835449;-0.174602210521698;0.3068605661392212;-0.927882194519043;-0.37392812967300415;0.31563591957092285;-0.9064979553222656;0
-0.21786725521087646;1.2536919116973877;-0.8918416500091553;-0.17481988668441772;0.3068056106567383;-0.9279944896697998;-0.3741554617881775;0.31600844860076904;-0.9060299396514893;0
-0.21797949075698853;1.2536189556121826;-0.8919277191162109;-0.1748860478401184;0.306573748588562;-0.9280250072479248;-0.37426018714904785;0.31595778465270996;-0.9060389995574951;0
-0.2180768847465515;1.2536487579345703;-0.8920493125915527;-0.17493963241577148;0.30652034282684326;-0.9281580448150635;-0.37437504529953003;0.3162025213241577;-0.9058864116668701;0
-0.21835637092590332;1.2536275386810303;-0.8920526504516602;-0.17493081092834473;0.3063856363296509;-0.9281105995178223;-0.374381422996521;0.31620264053344727;-0.9055943489074707;0
-0.21846717596054077;1.2536953687667847;-0.8922364711761475;-0.17499256134033203;0.3064018487930298;-0.9280216693878174;-0.37445777654647827;0.3162703514099121;-0.9055078029632568;0
-0.21847254037857056;1.2539726495742798;-0.892327070236206;-0.1748778223991394;0.30653977394104004;-0.9279263019561768;-0.37433838844299316;0.3163710832595825;-0.9055726528167725;0
-0.21843618154525757;1.2540409564971924;-0.892183780670166;-0.1749628186225891;0.3067038059234619;-0.9280004501342773;-0.37453514337539673;0.3167858123779297;-0.9050650596618652;0
-0.21860402822494507;1.2541768550872803;-0.8923320770263672;-0.17493820190429688;0.3068805932998657;-0.9281339645385742;-0.3745478391647339;0.3170417547225952;-0.9047892093658447;0
-0.218558669090271;1.2542107105255127;-0.8920719623565674;-0.17498481273651123;0.3070145845413208;-0.9281084537506104;-0.37457984685897827;0.31715166568756104;-0.9044609069824219;0
-0.21863842010498047;1.2542558908462524;-0.8918628692626953;-0.1749323606491089;0.3071509599685669;-0.9281728267669678;-0.37451910972595215;0.31735432147979736;-0.9040706157684326;0
-0.21848416328430176;1.2542521953582764;-0.8920984268188477;-0.1747889518737793;0.3069756031036377;-0.9283425807952881;-0.3742519021034241;0.3171370029449463;-0.9042301177978516;0
-0.21855175495147705;1.254189372062683;-0.8921003341674805;-0.17506814002990723;0.3067281246185303;-0.9283187389373779;-0.3744125962257385;0.31737446784973145;-0.9033863544464111;0
-0.21872013807296753;1.2538776397705078;-0.8918666839599609;-0.17509174346923828;0.3066902160644531;-0.9281480312347412;-0.3745722770690918;0.31743574142456055;-0.903496265411377;0
-0.21863692998886108;1.2537901401519775;-0.8921184539794922;-0.17515814304351807;0.30671226978302;-0.9280459880828857;-0.3746944069862366;0.31754088401794434;-0.9034404754638672;0
-0.21843057870864868;1.2537734508514404;-0.8923146724700928;-0.17505645751953125;0.3068530559539795;-0.9282283782958984;-0.37481021881103516;0.3178071975708008;-0.9033815860748291;0
-0.21803754568099976;1.2540571689605713;-0.8926222324371338;-0.17488378286361694;0.30695009231567383;-0.9281020164489746;-0.3747904896736145;0.31797361373901367;-0.902881383895874;0
-0.21775716543197632;1.2540228366851807;-0.8926928043365479;-0.1750289797782898;0.30674922466278076;-0.9280331134796143;-0.37494760751724243;0.31814491748809814;-0.9022731781005859;0
-0.2173711657524109;1.2541286945343018;-0.8929519653320312;-0.1750633716583252;0.3068126440048218;-0.9282491207122803;-0.37493157386779785;0.31814146041870117;-0.9024679660797119;0
-0.21728700399398804;1.2540490627288818;-0.8929312229156494;-0.1748756766319275;0.3068004846572876;-0.9283924102783203;-0.3746302127838135;0.3178321123123169;-0.9031457901000977;0
-0.21706193685531616;1.2541402578353882;-0.8932292461395264;-0.17480570077896118;0.3068711757659912;-0.9286024570465088;-0.37453460693359375;0.3179001808166504;-0.9033758640289307;0
-0.2169448733329773;1.2540862560272217;-0.8932490348815918;-0.1749509572982788;0.3068375587463379;-0.9286971092224121;-0.3745928406715393;0.31809937953948975;-0.9035956859588623;0
-0.21690356731414795;1.25404953956604;-0.893406867980957;-0.17494505643844604;0.30669939517974854;-0.9286470413208008;-0.3746455907821655;0.3182162046432495;-0.9033658504486084;0
-0.21691769361495972;1.254097819328308;-0.8935568332672119;-0.17500001192092896;0.30665123462677;-0.9286034107208252;-0.37485748529434204;0.31854891777038574;-0.9025328159332275;0
-0.21731901168823242;1.2539442777633667;-0.8935749530792236;-0.1749686598777771;0.3067110776901245;-0.9285142421722412;-0.3747817873954773;0.3184947967529297;-0.902519702911377;0
-0.21756064891815186;1.253950595855713;-0.8936481475830078;-0.1747455596923828;0.3067481517791748;-0.9282824993133545;-0.374544620513916;0.31832289695739746;-0.9024641513824463;0
-0.2179265022277832;1.2542012929916382;-0.893740177154541;-0.17475992441177368;0.3069305419921875;-0.9279093742370605;-0.37463438510894775;0.3178670406341553;-0.9031963348388672;0
-0.21860271692276;1.2542855739593506;-0.8937866687774658;-0.17464125156402588;0.30709898471832275;-0.9270322322845459;-0.3747364282608032;0.31754589080810547;-0.9033963680267334;0
-0.2195873260498047;1.2543647289276123;-0.8937268257141113;-0.1740550398826599;0.30736684799194336;-0.9254693984985352;-0.3747612237930298;0.31764793395996094;-0.9028592109680176;0
-0.2209850549697876;1.2544692754745483;-0.893714189529419;-0.1734257936477661;0.3079620599746704;-0.9229331016540527;-0.37197524309158325;0.30746400356292725;-0.9184179306030273;0
-0.22266477346420288;1.2543926239013672;-0.8934180736541748;-0.17240339517593384;0.30920517444610596;-0.91921067237854;-0.37252533435821533;0.30719971656799316;-0.9188144207000732;0
-0.22428685426712036;1.2544288635253906;-0.8932762145996094;-0.17121028900146484;0.311232328414917;-0.9139974117279053;-0.3731277585029602;0.30680811405181885;-0.9189579486846924;0
-0.226060152053833;1.254558801651001;-0.8928697109222412;-0.16968011856079102;0.3144623041152954;-0.9064669609069824;-0.3735809922218323;0.3068197965621948;-0.9184277057647705;0
-0.22746127843856812;1.2543997764587402;-0.8923919200897217;-0.16857516765594482;0.31852829456329346;-0.8979780673980713;-0.3740282654762268;0.30719053745269775;-0.917823076248169;0
-0.22837764024734497;1.253860592842102;-0.8914101123809814;-0.16877800226211548;0.32323241233825684;-0.8887062072753906;-0.37474173307418823;0.30744946002960205;-0.9169626235961914;0
-0.22854220867156982;1.2535321712493896;-0.8902554512023926;-0.1701543927192688;0.3283376693725586;-0.8786165714263916;-0.3755025267601013;0.3077993392944336;-0.916187047958374;0
-0.22836780548095703;1.2532315254211426;-0.8888552188873291;-0.17183178663253784;0.3322409391403198;-0.8659250736236572;-0.37590521574020386;0.3080939054489136;-0.9151508808135986;0
-0.22800642251968384;1.253377914428711;-0.8879566192626953;-0.17342031002044678;0.33487367630004883;-0.8511686325073242;-0.37604397535324097;0.3085606098175049;-0.913748025894165;0
-0.22805553674697876;1.2535076141357422;-0.8868095874786377;-0.17521989345550537;0.3364495038986206;-0.8342592716217041;-0.3762434124946594;0.30937623977661133;-0.9125485420227051;0
-0.22843492031097412;1.2534936666488647;-0.8854048252105713;-0.17698752880096436;0.3366495370864868;-0.8152918815612793;-0.3764491677284241;0.31027114391326904;-0.9113504886627197;0
-0.22870421409606934;1.2537426948547363;-0.8845369815826416;-0.17845237255096436;0.3357229232788086;-0.7945661544799805;-0.3769688606262207;0.31127965450286865;-0.9104077816009521;0
-0.22912579774856567;1.2540398836135864;-0.8838040828704834;-0.17958062887191772;0.3340989351272583;-0.77266526222229;-0.37744396924972534;0.3122720718383789;-0.9095518589019775;0
-0.22985625267028809;1.2544219493865967;-0.8831074237823486;-0.18036901950836182;0.33251357078552246;-0.7499141693115234;-0.3777768611907959;0.31349289417266846;-0.9088919162750244;0
-0.2305697798728943;1.2549340724945068;-0.8825547695159912;-0.1814250349998474;0.33114445209503174;-0.7268941402435303;-0.378312349319458;0.3147456645965576;-0.9081988334655762;0
-0.23121410608291626;1.2554134130477905;-0.8815839290618896;-0.1825953722000122;0.3302123546600342;-0.7049877643585205;-0.37891435623168945;0.31636905670166016;-0.9084181785583496;0
-0.23148274421691895;1.2558817863464355;-0.8807289600372314;-0.18356668949127197;0.32921314239501953;-0.6844499111175537;-0.37935495376586914;0.31782543659210205;-0.9083492755889893;0
-0.2313898801803589;1.2563453912734985;-0.8796341419219971;-0.1844126582145691;0.328385591506958;-0.6668798923492432;-0.37975430488586426;0.31917452812194824;-0.9081499576568604;0
-0.23074984550476074;1.2568624019622803;-0.8784792423248291;-0.18546199798583984;0.32802820205688477;-0.6524126529693604;-0.38013386726379395;0.3204575777053833;-0.9077520370483398;0
-0.23013180494308472;1.2570720911026;-0.876945972442627;-0.18686610460281372;0.32780516147613525;-0.6410367488861084;-0.3804011344909668;0.32162487506866455;-0.9073934555053711;0
-0.2292332649230957;1.2569196224212646;-0.8749594688415527;-0.18824446201324463;0.3268178701400757;-0.6337478160858154;-0.38066017627716064;0.3226313591003418;-0.9064157009124756;0
-0.22784572839736938;1.2566843032836914;-0.8726089000701904;-0.19017136096954346;0.325131893157959;-0.6317782402038574;-0.38110631704330444;0.32399439811706543;-0.9050936698913574;0
-0.22626572847366333;1.2565572261810303;-0.8698506355285645;-0.19213199615478516;0.32357656955718994;-0.634645938873291;-0.3818818926811218;0.3256479501724243;-0.9034793376922607;0
-0.2249956727027893;1.2569234371185303;-0.8668370246887207;-0.1933356523513794;0.32175183296203613;-0.634798526763916;-0.3824811577796936;0.3270297050476074;-0.9009597301483154;0
-0.22384577989578247;1.257946252822876;-0.8640830516815186;-0.1944701075553894;0.32171905040740967;-0.6356463432312012;-0.3826436996459961;0.32841575145721436;-0.8979768753051758;0
-0.22273480892181396;1.259037733078003;-0.860335111618042;-0.19471818208694458;0.3216896057128906;-0.6367342472076416;-0.3834129571914673;0.33057308197021484;-0.8945567607879639;0
-0.22121644020080566;1.2599749565124512;-0.8562650680541992;-0.1940373182296753;0.3214036226272583;-0.6384897232055664;-0.3840019106864929;0.3329763412475586;-0.8907535076141357;0
-0.21895819902420044;1.2608706951141357;-0.85201096534729;-0.19417047500610352;0.32163774967193604;-0.6402087211608887;-0.38433587551116943;0.3351588249206543;-0.8867917060852051;0
-0.2171022891998291;1.2614026069641113;-0.8474533557891846;-0.19414377212524414;0.32162928581237793;-0.6414358615875244;-0.3842020034790039;0.3365665674209595;-0.8815526962280273;0
-0.21547478437423706;1.261411190032959;-0.8430869579315186;-0.19440293312072754;0.32157814502716064;-0.6422016620635986;-0.3835969567298889;0.33728623390197754;-0.8757858276367188;0
-0.21363788843154907;1.2605938911437988;-0.8385896682739258;-0.1948610544204712;0.32118940353393555;-0.6427593231201172;-0.38323551416397095;0.33845996856689453;-0.8689820766448975;0
-0.2115764617919922;1.259413719177246;-0.8342607021331787;-0.19456416368484497;0.3208646774291992;-0.6433439254760742;-0.3836060166358948;0.34085512161254883;-0.8600990772247314;0
-0.20966672897338867;1.2584762573242188;-0.8300740718841553;-0.19390064477920532;0.3208256959915161;-0.643904447555542;-0.38395220041275024;0.3431023359298706;-0.8509948253631592;0
-0.20801836252212524;1.2578349113464355;-0.8259232044219971;-0.1932697892189026;0.32078099250793457;-0.6443214416503906;-0.3837199807167053;0.34581315517425537;-0.8399558067321777;0
-0.20652657747268677;1.2568989992141724;-0.8218753337860107;-0.19273823499679565;0.32058560848236084;-0.6447439193725586;-0.3828279972076416;0.34970343112945557;-0.8266139030456543;0
-0.2057565450668335;1.2555363178253174;-0.8174567222595215;-0.19253891706466675;0.32047855854034424;-0.6450371742248535;-0.38104069232940674;0.3540067672729492;-0.813117265701294;0
-0.20488601922988892;1.2543609142303467;-0.8131225109100342;-0.19201672077178955;0.3203657865524292;-0.6450021266937256;-0.37824082374572754;0.35906827449798584;-0.7988054752349854;0
-0.20415395498275757;1.2535423040390015;-0.8091256618499756;-0.19163155555725098;0.32026398181915283;-0.6449069976806641;-0.3744247555732727;0.3616752624511719;-0.7822344303131104;0
-0.20400851964950562;1.2531930208206177;-0.8043599128723145;-0.19141244888305664;0.3204808235168457;-0.6446232795715332;-0.369728147983551;0.36178088188171387;-0.7636919021606445;0
-0.20369881391525269;1.2531968355178833;-0.7994639873504639;-0.19099843502044678;0.3205980062484741;-0.6444351673126221;-0.3641706705093384;0.3598569631576538;-0.741011381149292;0
