x_tracker_1;y_tracker_1;z_tracker_1;x_tracker_2;y_tracker_2;z_tracker_2;x_tracker_3;y_tracker_3;z_tracker_3;data_on_treadmill
-0.14254015684127808;1.245703935623169;0.22660410404205322;-0.054318249225616455;0.3425331115722656;0.11288213729858398;-0.20676404237747192;0.3262615203857422;0.11051249504089355;0
-0.13759857416152954;1.2398831844329834;0.21589231491088867;-0.055220603942871094;0.33970320224761963;0.11437404155731201;-0.2064005732536316;0.324343204498291;0.10752034187316895;0
-0.18492555618286133;1.2381383180618286;-0.04432868957519531;-0.03759521245956421;0.36563777923583984;0.010516881942749023;-0.18456554412841797;0.3227674961090088;-0.2500138282775879;0
-0.18894195556640625;1.2369459867477417;-0.055877685546875;-0.03533405065536499;0.37465357780456543;-0.012745380401611328;-0.18614208698272705;0.3219327926635742;-0.25029540061950684;-3.8161382675170774
-0.19186270236968994;1.2362678050994873;-0.0668039321899414;-0.03531932830810547;0.3826124668121338;-0.04072833061218262;-0.18698835372924805;0.32125699520111084;-0.2504420280456543;-15.022679328918443
-0.19486403465270996;1.2355738878250122;-0.07756638526916504;-0.03614264726638794;0.3861985206604004;-0.07119965553283691;-0.18858790397644043;0.3207796812057495;-0.2507510185241699;-26.06166458129881
-0.1960529088973999;1.2386966943740845;-0.08684468269348145;-0.037739574909210205;0.38638758659362793;-0.1035313606262207;-0.18967121839523315;0.3208000659942627;-0.250659704208374;-35.55300807952879
-0.1975874900817871;1.239680528640747;-0.09603047370910645;-0.039810776710510254;0.38294243812561035;-0.13839364051818848;-0.19044756889343262;0.3206580877304077;-0.250579833984375;-45.001550674438455
-0.19976389408111572;1.2400743961334229;-0.10398602485656738;-0.04224127531051636;0.37738633155822754;-0.17565536499023438;-0.1906844973564148;0.3199573755264282;-0.24547171592712402;-53.554800510406466
-0.20124250650405884;1.2402907609939575;-0.11288809776306152;-0.04535269737243652;0.36928343772888184;-0.21692943572998047;-0.19120454788208008;0.3194667100906372;-0.24089980125427246;-62.30259990692136
-0.1980152726173401;1.2320446968078613;-0.11676526069641113;-0.04898136854171753;0.36129963397979736;-0.2586514949798584;-0.1914839744567871;0.31935036182403564;-0.23401594161987305;-66.07905006408689
-0.19899165630340576;1.236191749572754;-0.12763190269470215;-0.05285632610321045;0.3540802001953125;-0.3008146286010742;-0.19123685359954834;0.3191887140274048;-0.2264416217803955;-77.32133960723874
-0.1990261673927307;1.2359813451766968;-0.1361079216003418;-0.05711632966995239;0.34873151779174805;-0.3393571376800537;-0.1908929944038391;0.3194025754928589;-0.2187345027923584;-85.9221324920654
-0.19906377792358398;1.2357704639434814;-0.14458465576171875;-0.061798810958862305;0.3448539972305298;-0.3775203227996826;-0.18956047296524048;0.319974422454834;-0.21053647994995117;-94.64281654357907
-0.19860732555389404;1.236557960510254;-0.15350127220153809;-0.06717312335968018;0.3429832458496094;-0.414661169052124;-0.18783336877822876;0.3205690383911133;-0.20175909996032715;-103.64365196228023
-0.1984865665435791;1.2367002964019775;-0.1618671417236328;-0.07402265071868896;0.3439255952835083;-0.4504873752593994;-0.1862649917602539;0.32145869731903076;-0.19157624244689941;-112.7838335037231
-0.2042677402496338;1.221661925315857;-0.1675875186920166;-0.08176499605178833;0.34645187854766846;-0.4831509590148926;-0.18537509441375732;0.32317399978637695;-0.1798703670501709;-118.14026927947994
-0.20565694570541382;1.2231709957122803;-0.17795944213867188;-0.0905258059501648;0.34984564781188965;-0.5131452083587646;-0.18536001443862915;0.325785756111145;-0.1669754981994629;-128.44361400604245
-0.20765423774719238;1.2204030752182007;-0.18748068809509277;-0.09905672073364258;0.35279548168182373;-0.5357527732849121;-0.184234619140625;0.3297739028930664;-0.15731406211853027;-138.331109046936
-0.20939993858337402;1.2180635929107666;-0.19732403755187988;-0.10734778642654419;0.35412609577178955;-0.5516600608825684;-0.18258190155029297;0.33641278743743896;-0.14647960662841797;-148.34676361083982
-0.2095623016357422;1.2151048183441162;-0.2078094482421875;-0.11556452512741089;0.35222840309143066;-0.5611443519592285;-0.18386197090148926;0.33976447582244873;-0.13301801681518555;-158.8594923019409
-0.20951581001281738;1.2120271921157837;-0.21836233139038086;-0.12357330322265625;0.3463430404663086;-0.5630443096160889;-0.18639898300170898;0.3420369625091553;-0.11907362937927246;-169.7109804153442
-0.20671874284744263;1.2073259353637695;-0.23201608657836914;-0.13122034072875977;0.3357505798339844;-0.5574667453765869;-0.19022667407989502;0.34478485584259033;-0.10799098014831543;-183.46052742004392
-0.20500779151916504;1.2033054828643799;-0.24425959587097168;-0.1382911205291748;0.32441413402557373;-0.5474913120269775;-0.19642245769500732;0.3475203514099121;-0.09960341453552246;-195.65026984667708
-0.20330381393432617;1.1992958784103394;-0.2564690113067627;-0.14634448289871216;0.31921446323394775;-0.5424530506134033;-0.20713114738464355;0.35291290283203125;-0.09802484512329102;-207.05144160164116
-0.21888327598571777;1.214943766593933;-0.24449515342712402;-0.1438891887664795;0.3167839050292969;-0.5219805240631104;-0.2186315655708313;0.36740148067474365;-0.11032843589782715;-202.55237890031685
-0.22787880897521973;1.2256534099578857;-0.24330830574035645;-0.14005279541015625;0.31554675102233887;-0.5035703182220459;-0.22907698154449463;0.3835967779159546;-0.1265730857849121;-201.9842662447772
-0.22871339321136475;1.229631781578064;-0.23371052742004395;-0.13821732997894287;0.3137432336807251;-0.4784426689147949;-0.2317095398902893;0.41156303882598877;-0.15674567222595215;-197.16746721588348
-0.23260915279388428;1.2364130020141602;-0.23015356063842773;-0.13521260023117065;0.3159043788909912;-0.4508979320526123;-0.23710346221923828;0.42760181427001953;-0.18684005737304688;-195.19425535107823
-0.2368236780166626;1.2425951957702637;-0.22501087188720703;-0.13312149047851562;0.3175492286682129;-0.42110157012939453;-0.24369275569915771;0.43310654163360596;-0.2227938175201416;-192.5126980993925
-0.24857985973358154;1.2482928037643433;-0.2132430076599121;-0.13068485260009766;0.31931793689727783;-0.39020872116088867;-0.25010764598846436;0.4291139841079712;-0.263577938079834;-186.44967989197966
-0.25592076778411865;1.2542619705200195;-0.2021045684814453;-0.12802797555923462;0.3229764699935913;-0.3571772575378418;-0.25706517696380615;0.42168474197387695;-0.3050973415374756;-180.93927692235718
